customer_id,customer_name,category_count
92213,Customer_92213,7
49938,Customer_49938,7
38891,Customer_38891,7
47655,Customer_47655,7
16110,Customer_16110,7
66034,Customer_66034,7
57412,Customer_57412,7
42349,Customer_42349,7
43011,Customer_43011,7
70290,Customer_70290,7
32075,Customer_32075,7
27361,Customer_27361,7
38503,Customer_38503,7
44859,Customer_44859,7
34294,Customer_34294,7
53582,Customer_53582,7
26006,Customer_26006,7
1161,Customer_1161,7
97920,Customer_97920,7
65749,Customer_65749,7
11540,Customer_11540,7
23981,Customer_23981,7
50717,Customer_50717,7
70666,Customer_70666,7
19567,Customer_19567,7
39390,Customer_39390,7
40929,Customer_40929,7
55889,Customer_55889,7
5866,Customer_5866,7
9620,Customer_9620,7
86503,Customer_86503,7
24235,Customer_24235,7
38086,Customer_38086,7
624,Customer_624,7
22178,Customer_22178,7
94861,Customer_94861,7
26461,Customer_26461,7
56506,Customer_56506,7
48483,Customer_48483,7
92772,Customer_92772,7
77859,Customer_77859,7
57975,Customer_57975,7
98739,Customer_98739,7
66169,Customer_66169,7
72487,Customer_72487,7
89602,Customer_89602,7
51935,Customer_51935,7
90203,Customer_90203,7
64482,Customer_64482,7
87089,Customer_87089,7
72885,Customer_72885,7
87526,Customer_87526,7
94721,Customer_94721,7
95537,Customer_95537,7
51603,Customer_51603,7
76809,Customer_76809,7
78748,Customer_78748,7
66028,Customer_66028,7
86853,Customer_86853,7
40907,Customer_40907,7
39696,Customer_39696,7
84639,Customer_84639,7
70895,Customer_70895,7
94254,Customer_94254,7
78361,Customer_78361,7
57787,Customer_57787,7
87718,Customer_87718,7
18149,Customer_18149,7
49536,Customer_49536,7
33052,Customer_33052,7
92257,Customer_92257,7
70549,Customer_70549,7
46060,Customer_46060,7
69880,Customer_69880,7
98352,Customer_98352,7
49362,Customer_49362,7
90210,Customer_90210,7
17561,Customer_17561,7
7255,Customer_7255,7
67864,Customer_67864,7
49311,Customer_49311,7
60973,Customer_60973,7
41971,Customer_41971,7
46722,Customer_46722,7
83323,Customer_83323,7
82013,Customer_82013,7
14570,Customer_14570,7
28647,Customer_28647,7
22837,Customer_22837,7
32403,Customer_32403,7
47135,Customer_47135,7
94040,Customer_94040,7
7403,Customer_7403,7
67464,Customer_67464,7
78835,Customer_78835,7
25129,Customer_25129,7
8627,Customer_8627,7
34885,Customer_34885,7
24509,Customer_24509,7
5880,Customer_5880,7
66554,Customer_66554,7
53739,Customer_53739,7
44275,Customer_44275,7
96157,Customer_96157,7
87818,Customer_87818,7
69988,Customer_69988,7
30158,Customer_30158,7
44646,Customer_44646,7
20749,Customer_20749,7
97913,Customer_97913,7
47247,Customer_47247,7
12910,Customer_12910,7
31835,Customer_31835,7
94630,Customer_94630,7
8861,Customer_8861,7
90976,Customer_90976,7
1718,Customer_1718,7
68275,Customer_68275,7
41418,Customer_41418,7
48232,Customer_48232,7
46181,Customer_46181,7
54672,Customer_54672,7
98954,Customer_98954,7
40218,Customer_40218,7
4257,Customer_4257,7
38220,Customer_38220,7
21285,Customer_21285,7
22460,Customer_22460,7
62579,Customer_62579,7
76164,Customer_76164,7
95173,Customer_95173,7
99576,Customer_99576,7
80317,Customer_80317,7
14442,Customer_14442,7
8373,Customer_8373,7
46958,Customer_46958,7
69710,Customer_69710,7
74369,Customer_74369,7
36158,Customer_36158,7
85891,Customer_85891,7
58320,Customer_58320,7
37557,Customer_37557,7
91670,Customer_91670,7
92225,Customer_92225,7
24891,Customer_24891,7
2384,Customer_2384,7
80351,Customer_80351,7
48894,Customer_48894,7
38367,Customer_38367,7
16258,Customer_16258,7
95356,Customer_95356,7
33021,Customer_33021,7
26288,Customer_26288,7
96242,Customer_96242,7
65178,Customer_65178,7
47011,Customer_47011,7
63905,Customer_63905,7
42692,Customer_42692,7
25430,Customer_25430,7
94241,Customer_94241,7
15044,Customer_15044,7
20207,Customer_20207,7
32167,Customer_32167,7
77566,Customer_77566,7
34727,Customer_34727,7
56850,Customer_56850,7
58814,Customer_58814,7
25782,Customer_25782,7
52717,Customer_52717,7
6334,Customer_6334,7
97622,Customer_97622,7
57408,Customer_57408,7
52220,Customer_52220,7
82065,Customer_82065,7
6630,Customer_6630,7
99722,Customer_99722,7
82038,Customer_82038,7
26323,Customer_26323,7
92686,Customer_92686,7
15246,Customer_15246,7
66967,Customer_66967,7
94034,Customer_94034,7
72242,Customer_72242,7
14238,Customer_14238,7
92857,Customer_92857,7
31519,Customer_31519,7
20949,Customer_20949,7
38540,Customer_38540,7
66082,Customer_66082,7
41590,Customer_41590,7
939,Customer_939,7
1770,Customer_1770,7
97128,Customer_97128,7
96297,Customer_96297,7
79356,Customer_79356,7
34313,Customer_34313,7
4405,Customer_4405,7
68630,Customer_68630,7
43595,Customer_43595,7
4551,Customer_4551,7
21497,Customer_21497,7
23638,Customer_23638,7
95094,Customer_95094,7
80206,Customer_80206,7
27687,Customer_27687,7
21505,Customer_21505,7
1190,Customer_1190,7
93732,Customer_93732,7
4501,Customer_4501,7
36129,Customer_36129,7
96104,Customer_96104,7
40622,Customer_40622,7
48447,Customer_48447,7
54941,Customer_54941,7
19173,Customer_19173,7
7515,Customer_7515,7
7406,Customer_7406,7
69661,Customer_69661,7
62233,Customer_62233,7
37809,Customer_37809,7
14121,Customer_14121,7
28132,Customer_28132,7
92542,Customer_92542,7
45657,Customer_45657,7
77757,Customer_77757,7
96588,Customer_96588,7
48835,Customer_48835,7
33603,Customer_33603,7
87338,Customer_87338,7
47947,Customer_47947,7
73157,Customer_73157,7
86994,Customer_86994,7
46715,Customer_46715,7
97328,Customer_97328,7
94493,Customer_94493,7
60050,Customer_60050,7
84838,Customer_84838,7
24829,Customer_24829,7
78466,Customer_78466,7
99387,Customer_99387,7
36035,Customer_36035,7
97785,Customer_97785,7
16695,Customer_16695,7
27165,Customer_27165,7
92774,Customer_92774,7
19963,Customer_19963,7
18605,Customer_18605,7
75410,Customer_75410,7
86427,Customer_86427,7
5711,Customer_5711,7
20963,Customer_20963,7
12862,Customer_12862,7
70479,Customer_70479,7
9613,Customer_9613,7
2365,Customer_2365,7
90970,Customer_90970,7
56165,Customer_56165,7
62707,Customer_62707,7
43022,Customer_43022,7
53155,Customer_53155,7
57496,Customer_57496,7
34078,Customer_34078,7
80892,Customer_80892,7
31192,Customer_31192,7
38222,Customer_38222,7
50892,Customer_50892,7
31389,Customer_31389,7
50907,Customer_50907,7
58396,Customer_58396,7
69919,Customer_69919,7
24404,Customer_24404,7
27140,Customer_27140,7
92383,Customer_92383,7
81,Customer_81,7
53351,Customer_53351,7
53383,Customer_53383,7
5403,Customer_5403,7
7736,Customer_7736,7
59752,Customer_59752,7
40227,Customer_40227,7
47134,Customer_47134,7
5334,Customer_5334,7
69957,Customer_69957,7
36321,Customer_36321,7
26351,Customer_26351,7
92910,Customer_92910,7
8988,Customer_8988,7
33118,Customer_33118,7
28406,Customer_28406,7
61377,Customer_61377,7
3765,Customer_3765,7
22708,Customer_22708,7
50710,Customer_50710,7
89691,Customer_89691,7
70623,Customer_70623,7
25275,Customer_25275,7
88366,Customer_88366,7
58549,Customer_58549,7
94507,Customer_94507,7
89319,Customer_89319,7
40201,Customer_40201,7
56344,Customer_56344,7
66160,Customer_66160,7
53467,Customer_53467,7
35519,Customer_35519,7
75796,Customer_75796,7
44078,Customer_44078,7
43362,Customer_43362,7
73812,Customer_73812,7
70950,Customer_70950,7
71418,Customer_71418,7
78868,Customer_78868,7
3835,Customer_3835,7
74539,Customer_74539,7
64152,Customer_64152,7
80231,Customer_80231,7
2555,Customer_2555,7
30567,Customer_30567,7
54216,Customer_54216,7
65567,Customer_65567,7
6932,Customer_6932,7
86555,Customer_86555,7
14410,Customer_14410,7
93599,Customer_93599,7
14821,Customer_14821,7
82270,Customer_82270,7
42018,Customer_42018,7
94999,Customer_94999,7
24220,Customer_24220,7
12855,Customer_12855,7
12292,Customer_12292,7
40842,Customer_40842,7
59093,Customer_59093,7
89667,Customer_89667,7
58228,Customer_58228,7
47373,Customer_47373,7
5017,Customer_5017,7
17979,Customer_17979,7
60321,Customer_60321,7
21619,Customer_21619,7
3370,Customer_3370,7
60430,Customer_60430,7
46031,Customer_46031,7
1211,Customer_1211,7
54577,Customer_54577,7
61494,Customer_61494,7
40257,Customer_40257,7
43626,Customer_43626,7
79589,Customer_79589,7
41084,Customer_41084,7
24570,Customer_24570,7
9809,Customer_9809,7
58979,Customer_58979,7
91811,Customer_91811,7
4610,Customer_4610,7
83914,Customer_83914,7
65289,Customer_65289,7
48729,Customer_48729,7
5813,Customer_5813,7
1643,Customer_1643,7
71033,Customer_71033,7
41020,Customer_41020,7
89010,Customer_89010,7
1901,Customer_1901,7
21948,Customer_21948,7
81856,Customer_81856,7
95386,Customer_95386,7
45387,Customer_45387,7
6482,Customer_6482,7
92465,Customer_92465,7
9101,Customer_9101,7
86965,Customer_86965,7
24713,Customer_24713,7
50308,Customer_50308,7
64594,Customer_64594,7
56778,Customer_56778,7
65870,Customer_65870,7
21589,Customer_21589,7
23296,Customer_23296,7
97182,Customer_97182,7
90119,Customer_90119,7
53377,Customer_53377,7
79919,Customer_79919,7
77400,Customer_77400,7
66331,Customer_66331,7
79728,Customer_79728,7
99311,Customer_99311,7
57797,Customer_57797,7
82495,Customer_82495,7
9834,Customer_9834,7
35478,Customer_35478,7
31699,Customer_31699,7
36274,Customer_36274,7
74837,Customer_74837,7
84549,Customer_84549,7
16330,Customer_16330,7
68383,Customer_68383,7
9674,Customer_9674,7
81751,Customer_81751,7
80547,Customer_80547,7
97958,Customer_97958,7
31735,Customer_31735,7
67784,Customer_67784,7
84071,Customer_84071,7
47389,Customer_47389,7
19951,Customer_19951,7
69694,Customer_69694,7
55418,Customer_55418,7
55350,Customer_55350,7
93100,Customer_93100,7
2592,Customer_2592,7
13029,Customer_13029,7
97132,Customer_97132,7
42378,Customer_42378,7
97401,Customer_97401,7
14369,Customer_14369,7
65514,Customer_65514,7
36193,Customer_36193,7
73249,Customer_73249,7
19794,Customer_19794,7
43950,Customer_43950,7
74918,Customer_74918,7
85679,Customer_85679,7
32901,Customer_32901,7
37105,Customer_37105,7
57677,Customer_57677,7
21566,Customer_21566,7
4391,Customer_4391,7
30933,Customer_30933,7
5290,Customer_5290,7
93331,Customer_93331,7
27595,Customer_27595,7
96967,Customer_96967,7
69232,Customer_69232,7
3198,Customer_3198,7
38516,Customer_38516,7
85435,Customer_85435,7
42437,Customer_42437,7
23608,Customer_23608,7
62962,Customer_62962,7
41777,Customer_41777,7
5920,Customer_5920,7
32927,Customer_32927,7
56381,Customer_56381,7
975,Customer_975,7
13558,Customer_13558,7
25538,Customer_25538,7
66282,Customer_66282,7
42524,Customer_42524,7
26509,Customer_26509,7
4498,Customer_4498,7
1478,Customer_1478,7
252,Customer_252,7
28008,Customer_28008,7
95486,Customer_95486,7
14680,Customer_14680,7
14873,Customer_14873,7
14542,Customer_14542,7
58695,Customer_58695,7
4035,Customer_4035,7
49602,Customer_49602,7
12833,Customer_12833,7
57622,Customer_57622,7
52262,Customer_52262,7
39100,Customer_39100,7
36993,Customer_36993,7
5392,Customer_5392,7
55003,Customer_55003,7
90498,Customer_90498,7
83814,Customer_83814,7
10161,Customer_10161,7
44925,Customer_44925,7
58034,Customer_58034,7
59437,Customer_59437,7
22321,Customer_22321,7
18364,Customer_18364,7
96349,Customer_96349,7
98783,Customer_98783,7
18795,Customer_18795,7
76537,Customer_76537,7
68341,Customer_68341,7
72802,Customer_72802,7
83838,Customer_83838,7
84495,Customer_84495,7
74413,Customer_74413,7
99247,Customer_99247,7
43680,Customer_43680,7
76094,Customer_76094,7
43482,Customer_43482,7
96192,Customer_96192,7
60620,Customer_60620,7
50354,Customer_50354,7
49572,Customer_49572,7
44883,Customer_44883,7
49911,Customer_49911,7
2391,Customer_2391,7
22998,Customer_22998,7
56441,Customer_56441,7
96957,Customer_96957,7
79508,Customer_79508,7
49303,Customer_49303,7
17733,Customer_17733,7
47187,Customer_47187,7
63523,Customer_63523,7
43736,Customer_43736,7
66485,Customer_66485,7
96915,Customer_96915,7
72854,Customer_72854,7
71695,Customer_71695,7
93731,Customer_93731,7
75785,Customer_75785,7
5538,Customer_5538,7
47033,Customer_47033,7
8797,Customer_8797,7
24508,Customer_24508,7
40272,Customer_40272,7
52757,Customer_52757,7
55844,Customer_55844,7
32254,Customer_32254,7
73764,Customer_73764,7
32204,Customer_32204,7
1922,Customer_1922,7
46570,Customer_46570,7
7110,Customer_7110,7
20244,Customer_20244,7
28078,Customer_28078,7
91686,Customer_91686,7
87622,Customer_87622,7
80984,Customer_80984,7
43127,Customer_43127,7
69225,Customer_69225,7
7900,Customer_7900,7
63364,Customer_63364,7
63666,Customer_63666,7
73973,Customer_73973,7
18404,Customer_18404,7
15522,Customer_15522,7
63366,Customer_63366,7
68880,Customer_68880,7
24606,Customer_24606,7
78675,Customer_78675,7
15590,Customer_15590,7
7021,Customer_7021,7
36134,Customer_36134,7
24711,Customer_24711,7
6292,Customer_6292,7
82454,Customer_82454,7
57904,Customer_57904,7
39470,Customer_39470,7
65026,Customer_65026,7
67436,Customer_67436,7
89131,Customer_89131,7
82150,Customer_82150,7
38589,Customer_38589,7
42757,Customer_42757,7
89512,Customer_89512,7
82582,Customer_82582,7
81893,Customer_81893,7
52077,Customer_52077,7
92804,Customer_92804,7
34189,Customer_34189,7
64708,Customer_64708,7
62443,Customer_62443,7
5749,Customer_5749,7
30532,Customer_30532,7
68939,Customer_68939,7
5840,Customer_5840,7
47354,Customer_47354,7
67631,Customer_67631,7
40879,Customer_40879,7
34902,Customer_34902,7
45197,Customer_45197,7
21681,Customer_21681,7
9654,Customer_9654,7
94305,Customer_94305,7
9895,Customer_9895,7
92744,Customer_92744,7
43293,Customer_43293,7
68399,Customer_68399,7
25775,Customer_25775,7
20019,Customer_20019,7
37461,Customer_37461,7
94470,Customer_94470,7
40485,Customer_40485,7
28861,Customer_28861,7
66098,Customer_66098,7
10827,Customer_10827,7
57162,Customer_57162,7
39745,Customer_39745,7
97837,Customer_97837,7
99080,Customer_99080,7
80425,Customer_80425,7
79523,Customer_79523,7
46040,Customer_46040,7
60493,Customer_60493,7
43538,Customer_43538,7
52241,Customer_52241,7
80963,Customer_80963,7
93189,Customer_93189,7
67511,Customer_67511,7
32331,Customer_32331,7
35034,Customer_35034,7
87612,Customer_87612,7
60032,Customer_60032,7
40580,Customer_40580,7
53059,Customer_53059,7
73819,Customer_73819,7
15611,Customer_15611,7
84818,Customer_84818,7
23496,Customer_23496,7
34827,Customer_34827,7
46865,Customer_46865,7
21852,Customer_21852,7
98059,Customer_98059,7
18743,Customer_18743,7
89498,Customer_89498,7
94658,Customer_94658,7
94917,Customer_94917,7
21835,Customer_21835,7
8967,Customer_8967,7
7317,Customer_7317,7
44062,Customer_44062,7
27670,Customer_27670,7
53139,Customer_53139,7
73900,Customer_73900,7
11010,Customer_11010,7
47782,Customer_47782,7
25341,Customer_25341,7
69369,Customer_69369,7
25608,Customer_25608,7
38566,Customer_38566,7
10833,Customer_10833,7
23607,Customer_23607,7
69163,Customer_69163,7
69291,Customer_69291,7
24420,Customer_24420,7
14922,Customer_14922,7
18318,Customer_18318,7
88861,Customer_88861,7
47646,Customer_47646,7
21990,Customer_21990,7
76783,Customer_76783,7
91426,Customer_91426,7
35748,Customer_35748,7
76524,Customer_76524,7
86637,Customer_86637,7
64256,Customer_64256,7
40060,Customer_40060,7
33519,Customer_33519,7
94072,Customer_94072,7
63898,Customer_63898,7
90915,Customer_90915,7
16490,Customer_16490,7
61305,Customer_61305,7
75485,Customer_75485,7
26758,Customer_26758,7
34004,Customer_34004,7
4638,Customer_4638,7
96153,Customer_96153,7
26796,Customer_26796,7
61582,Customer_61582,7
92796,Customer_92796,7
97359,Customer_97359,7
64958,Customer_64958,7
10317,Customer_10317,7
56052,Customer_56052,7
41586,Customer_41586,7
50722,Customer_50722,7
26021,Customer_26021,7
31880,Customer_31880,7
51715,Customer_51715,7
67571,Customer_67571,7
95569,Customer_95569,7
57848,Customer_57848,7
1466,Customer_1466,7
6935,Customer_6935,7
45255,Customer_45255,7
92428,Customer_92428,7
61899,Customer_61899,7
85751,Customer_85751,7
57155,Customer_57155,7
93070,Customer_93070,7
62291,Customer_62291,7
24874,Customer_24874,7
82861,Customer_82861,7
75640,Customer_75640,7
13805,Customer_13805,7
91134,Customer_91134,7
52374,Customer_52374,7
79068,Customer_79068,7
37414,Customer_37414,7
71212,Customer_71212,7
7177,Customer_7177,7
35981,Customer_35981,7
83022,Customer_83022,7
60726,Customer_60726,7
16746,Customer_16746,7
54473,Customer_54473,7
97613,Customer_97613,7
7746,Customer_7746,7
82721,Customer_82721,7
59701,Customer_59701,7
86585,Customer_86585,7
35676,Customer_35676,7
27101,Customer_27101,7
87835,Customer_87835,7
99367,Customer_99367,7
21553,Customer_21553,7
24596,Customer_24596,7
4605,Customer_4605,7
89275,Customer_89275,7
67103,Customer_67103,7
33152,Customer_33152,7
57509,Customer_57509,7
17867,Customer_17867,7
24707,Customer_24707,7
4787,Customer_4787,7
16352,Customer_16352,7
18848,Customer_18848,7
64760,Customer_64760,7
53639,Customer_53639,7
12628,Customer_12628,7
46909,Customer_46909,7
8065,Customer_8065,7
21730,Customer_21730,7
41445,Customer_41445,7
2991,Customer_2991,7
59712,Customer_59712,7
54175,Customer_54175,7
29086,Customer_29086,7
88778,Customer_88778,7
1381,Customer_1381,7
47461,Customer_47461,7
78411,Customer_78411,7
25156,Customer_25156,7
68734,Customer_68734,7
94316,Customer_94316,7
66363,Customer_66363,7
39383,Customer_39383,7
69028,Customer_69028,7
50925,Customer_50925,7
24469,Customer_24469,7
66192,Customer_66192,7
81697,Customer_81697,7
38815,Customer_38815,7
83411,Customer_83411,7
30016,Customer_30016,7
73914,Customer_73914,7
37147,Customer_37147,7
50004,Customer_50004,7
36996,Customer_36996,7
58644,Customer_58644,7
87091,Customer_87091,7
35864,Customer_35864,7
60064,Customer_60064,7
5201,Customer_5201,7
42138,Customer_42138,7
35169,Customer_35169,7
18216,Customer_18216,7
36602,Customer_36602,7
35315,Customer_35315,7
35643,Customer_35643,7
60078,Customer_60078,7
66733,Customer_66733,7
44715,Customer_44715,7
60231,Customer_60231,7
46558,Customer_46558,7
93468,Customer_93468,7
65585,Customer_65585,7
69912,Customer_69912,7
61235,Customer_61235,7
71150,Customer_71150,7
95405,Customer_95405,7
54043,Customer_54043,7
21874,Customer_21874,7
55557,Customer_55557,7
56649,Customer_56649,7
75691,Customer_75691,7
97332,Customer_97332,7
86622,Customer_86622,7
86016,Customer_86016,7
21123,Customer_21123,7
6603,Customer_6603,7
80268,Customer_80268,7
24531,Customer_24531,7
57011,Customer_57011,7
81368,Customer_81368,7
27381,Customer_27381,7
86047,Customer_86047,7
86408,Customer_86408,7
37294,Customer_37294,7
47437,Customer_47437,7
4024,Customer_4024,7
55462,Customer_55462,7
29402,Customer_29402,7
96197,Customer_96197,7
52107,Customer_52107,7
16940,Customer_16940,7
78336,Customer_78336,7
41917,Customer_41917,7
88856,Customer_88856,7
13482,Customer_13482,7
41176,Customer_41176,7
21193,Customer_21193,7
17202,Customer_17202,7
15479,Customer_15479,7
81264,Customer_81264,7
63540,Customer_63540,7
76129,Customer_76129,7
77113,Customer_77113,7
11243,Customer_11243,7
28863,Customer_28863,7
82647,Customer_82647,7
8924,Customer_8924,7
